ID,Birthday,Country,City,Marital Status
17533,4/14/1983,Trinidad and Tobago,Wolfffort,
18580,11/1/2022,Martinique,South Ivahburgh,1
17025,5/7/1992,Northern Mariana Islands,Blairfort,
25293,4/13/2007,Cape Verde,South Fannyview,
24725,2/28/1992,Thailand,New Kelly,1
23200,1/9/1996,Western Sahara,West Foster,1
15895,10/13/2011,Panama,South Christine,
18577,9/10/1989,Belize,Lake Fletcher,
27218,4/5/2021,Syrian Arab Republic,Rutherfordmouth,
18560,3/26/1996,Bolivia,South Princess,
25006,7/28/2006,Brazil,East Dale,
17369,8/18/1978,Swaziland,Sylvanmouth,1
14495,8/28/2017,United States Minor Outlying Islands,New Wyman,
18847,4/5/2013,Solomon Islands,Port Bethany,
14754,10/13/1999,Wallis and Futuna,Isabelport,1
23378,3/10/1971,Uruguay,Zboncakton,
26452,10/31/1994,Kuwait,Welchfurt,1
20370,1/9/1973,Colombia,Walterview,1
20528,5/20/2004,Burkina Faso,Port Uriel,
23549,11/23/1980,Niue,Kilbackstad,
21751,3/30/1999,Norfolk Island,Colleenberg,
21266,7/18/2021,Botswana,Port Alexys,1
13388,4/19/2008,Kuwait,Laurianeside,
18752,7/3/1994,Palestinian Territories,East Oran,
16917,12/6/2017,Eritrea,New Dalton,
15313,7/5/1974,Peru,West Freddie,1
25329,2/14/1997,Kenya,Garrisonchester,
20380,3/4/1974,Belgium,South Trudieland,1
23089,1/31/1994,Vanuatu,New Kenneditown,
13749,1/21/1998,United States Virgin Islands,Dawsontown,1
24943,4/16/2004,Libyan Arab Jamahiriya,Charlenemouth,1
28667,3/26/2010,Andorra,Stacyville,1
15194,1/3/2001,Moldova,Ramonhaven,
17436,10/8/1987,Malta,New Deangelo,
18935,7/27/2001,Isle of Man,Wolffport,
16871,7/2/2010,Cambodia,Keithchester,
12100,8/18/2002,Philippines,Mosciskiside,1
23158,7/19/2010,Mexico,Port Syble,1
18545,6/25/1998,Finland,Kozeybury,
18391,6/4/1994,Ireland,Lake Candice,1
19812,4/8/1973,Bahamas,Fletchermouth,
27660,12/1/2022,Equatorial Guinea,Margareteton,1
18058,7/12/2016,Sweden,Gertrudeside,1
20343,11/21/1989,Vanuatu,Port Laurettastad,
28997,6/14/2007,Georgia,New Kurtis,1
24398,1/5/2019,Belgium,Lubowitzfurt,
19002,12/1/1984,Tunisia,Elisafort,1
28609,5/27/1981,Nepal,Kunzeborough,
29231,6/24/1977,Ireland,Heloiseberg,
18858,11/17/2004,Micronesia,New Enoch,
20000,7/24/2001,Cayman Islands,Port Vincentview,
25261,3/5/2000,United Arab Emirates,Quigleytown,1
17458,10/8/1997,Liechtenstein,Willmsfort,1
11644,3/2/1983,Guadeloupe,Bonitaport,1
16145,2/18/2011,Liechtenstein,East Clotilde,1
16890,11/29/2019,Libyan Arab Jamahiriya,Granvilletown,1
25983,12/19/1985,Cameroon,Port Krystina,1
14633,10/12/2021,United States of America,Port Arthurville,
22994,1/9/1973,Bermuda,New Russel,
22983,7/19/1982,Iran,New Axel,1
25184,6/5/1989,Indonesia,West Jacquesfort,
14469,1/4/2003,Nauru,Port Nasir,1
11538,6/25/2000,Faroe Islands,Blockview,1
16245,8/14/1999,Korea,West Norristown,
17858,6/7/1983,New Caledonia,Port Enos,
25347,8/22/1978,Falkland Islands (Malvinas),New Milo,1
15814,11/21/1986,Benin,Kossberg,1
11259,1/14/2020,Antarctica (the territory South of 60 deg S),New Amelybury,1
11200,9/28/2002,Samoa,Jacobimouth,1
25101,1/11/1992,Malawi,Hermistonberg,1
21801,10/6/2006,Mauritania,New Daphney,
25943,1/18/2002,Fiji,West Maynard,
22127,9/5/1985,Norfolk Island,South Jeffville,1
20414,1/12/2021,Pakistan,Lake Angie,
23672,7/22/1997,Albania,Port Dulcebury,1
29255,4/13/2018,Seychelles,Port Geovannitown,1
28815,1/2/1992,Gambia,Billiemouth,1
27753,8/10/2014,Cook Islands,Lake Beryl,
27643,12/26/2020,Austria,Reeceshire,1
13754,6/29/1988,Macedonia,Farrellmouth,1
22088,12/13/2009,Portugal,Virgilburgh,1
27388,9/25/1979,British Indian Ocean Territory (Chagos Archipelago),East Florenciohaven,
24745,12/19/2012,British Virgin Islands,South Lloyd,1
29237,8/14/1980,Malaysia,Destanyburgh,
15272,1/18/2018,Ethiopia,Joeland,1
18949,9/27/2020,Saudi Arabia,Torphyfort,
14507,2/21/1984,Cambodia,Lake Gildatown,1
25886,9/1/1999,Bahamas,New Jany,
21441,8/15/1991,Denmark,East Jerryshire,1
21741,6/5/2017,Chad,Lake Lyla,1
14572,10/31/2003,Burundi,West Murphyton,1
23368,12/15/1970,Bolivia,West Vivianebury,1
16217,12/12/2003,Marshall Islands,Lake Tysonport,1
16247,2/6/1986,British Virgin Islands,Augustineborough,
22010,4/13/1982,Russian Federation,Valentinhaven,
25872,10/2/1996,Belize,Legrosville,
19164,3/27/2012,Slovenia,Lindseyview,
18435,3/5/2023,New Zealand,Zemlakton,1
14284,7/13/2010,Cote d'Ivoire,Port Alethamouth,1
11287,8/2/2021,Armenia,South Krystal,
13066,3/19/2002,Montenegro,Port Rebeccastad,
29106,5/13/1978,Vietnam,Harveystad,
26236,10/31/1979,Ghana,Berthashire,1
17531,5/13/2005,Bahamas,South Glennieside,
12964,6/23/1996,Turkmenistan,Smithamfort,
19133,3/23/1979,Jordan,South Israelshire,
24643,1/20/2001,Taiwan,Kuhicshire,
21599,7/8/1998,Jamaica,Tremblayshire,1
22976,11/24/1977,Finland,Buddyview,
27637,5/23/2014,Namibia,Port Aylin,1
11890,9/2/1977,Kazakhstan,Harveyview,
28580,1/22/1984,Equatorial Guinea,Port Yeseniaside,1
14443,4/28/2004,British Virgin Islands,Leschberg,1
17864,6/9/1976,Martinique,South Mattie,
20505,10/12/2016,Cambodia,Joanamouth,
14592,11/5/2008,Slovenia,Calemouth,1
22227,3/21/1973,Angola,Port Robinfurt,
21471,3/15/1990,Czech Republic,North Aylin,
22252,1/6/1987,Montenegro,North Lewisfurt,1
21260,7/18/2012,Kazakhstan,Hayesburgh,
11817,6/21/1997,Congo,Macland,
19223,4/3/1986,Bouvet Island (Bouvetoya),Friesenchester,1
18517,6/12/1999,Chile,Willside,
21717,3/20/2009,Botswana,East Leannberg,
13760,8/1/1999,Cameroon,North Jeramychester,1
18145,9/22/2013,Heard Island and McDonald Islands,Giovanniville,1
21770,12/3/2003,Tanzania,Tyreseshire,1
11165,9/29/2015,Botswana,Norbertohaven,
16377,3/22/1974,Qatar,East Ashley,
26248,4/27/1986,Gabon,Nienowland,1
23461,11/23/2005,Cayman Islands,West Tyrell,
29133,1/20/1970,Niger,Caryberg,
27673,4/24/2002,Korea,Thereseview,
12774,6/3/1981,British Indian Ocean Territory (Chagos Archipelago),Ashleefort,1
18910,4/7/2005,Colombia,Kileymouth,1
11699,11/25/1981,Togo,Miloside,1
16725,5/17/2018,Benin,North Edwardberg,1
28269,1/22/1984,Botswana,Port Nannie,1
23144,7/14/1972,Azerbaijan,Kayleighbury,1
23376,11/27/2019,Georgia,Rowlandstad,
25970,9/9/1978,Guadeloupe,South Raheem,
28068,8/24/1989,Indonesia,Port Ruthe,
18390,9/6/1972,Moldova,Bergeview,
29112,3/6/1980,Argentina,Port Hilbertberg,
14090,2/21/1993,Djibouti,Merlinfort,
27040,7/16/1987,Nauru,West Zariachester,1
23479,2/5/1981,Jordan,South Lavernbury,1
16795,7/21/2015,Seychelles,Port Daisha,1
22014,5/21/2019,Trinidad and Tobago,North Vincenzoton,1
13314,1/19/1977,Oman,Judahburgh,1
11619,11/6/2008,Djibouti,North Krystal,1
29132,10/29/1972,Austria,North Braxton,1
11199,3/24/1986,Saudi Arabia,Nitzscheview,1
20296,3/5/1980,Austria,Avaville,1
17546,12/17/1981,Slovakia (Slovak Republic),New Britneyberg,
18069,1/5/1981,New Caledonia,New Wernertown,
23712,10/18/2010,Poland,North Ardella,
23358,1/11/2011,Lithuania,Eulahhaven,1
20518,8/30/1996,American Samoa,Lake Andymouth,
28026,2/15/1974,United States Minor Outlying Islands,East Olgamouth,
11669,4/25/2010,Mexico,Watsicaburgh,1
16020,10/13/1982,Tokelau,New Duanechester,1
27090,11/23/2008,Belize,North Cristian,
27198,4/23/2018,Qatar,North Cassidytown,1
19661,8/29/1978,New Zealand,South Ivahmouth,1
26327,2/26/1987,Poland,Sandystad,
26341,1/10/1970,San Marino,Jacobichester,
24958,11/5/1999,Saint Barthelemy,New Jeanchester,
13287,1/26/2015,Saint Barthelemy,Gerlachhaven,1
14493,5/8/1980,Nepal,Providencichester,
26678,6/24/2022,Sri Lanka,New Verniemouth,
23275,3/11/1993,Marshall Islands,Lake Nicolamouth,
11270,7/6/2021,Zimbabwe,Legroschester,
20084,12/2/1983,Slovenia,Port Novella,1
16144,6/1/2008,Lithuania,Port Nolanville,
27731,5/2/2017,Fiji,Naomieview,1
11886,8/20/1975,Malaysia,Abernathyborough,
24324,7/18/1970,French Guiana,West Missouri,1
22220,2/18/1995,Gambia,New Pamela,1
26625,6/6/2021,Marshall Islands,Port Annamariehaven,1
23027,12/31/1970,Bosnia and Herzegovina,South Glendaville,
16867,6/13/1975,Solomon Islands,Reichertland,
14514,7/9/2016,Bermuda,New Garrisonmouth,1
19634,10/1/1996,Eritrea,Prohaskabury,
18504,10/18/2013,Lithuania,Beattyland,
28799,1/29/1995,Pitcairn Islands,East Rodger,
11225,11/5/2012,Greenland,New Lurline,1
17657,4/8/1970,Mauritania,Kristinfurt,
14913,9/9/1974,Saint Barthelemy,Port Jonashaven,
14077,5/7/1993,Iceland,South Mauricio,
13296,10/13/2021,Heard Island and McDonald Islands,Port Lacy,1
20535,3/9/1975,India,South Lamarport,
12452,8/31/1982,Philippines,Langoshhaven,1
28043,4/28/1986,Niger,Donatoport,
12957,7/19/1994,Belarus,East Kamillemouth,1
15412,2/17/2016,Belgium,New Houston,1
20514,3/9/1990,Netherlands,Strackeport,1
20758,8/28/1972,Bangladesh,Emmaland,
11801,2/25/2013,Macao,New Akeemfort,1
22211,8/20/1991,Antarctica (the territory South of 60 deg S),North Sheilafort,1
28087,4/11/1988,Mexico,New Sterlingchester,1
23668,7/6/1979,Gambia,Lake Roymouth,1
27441,10/28/2021,Saint Vincent and the Grenadines,Hermantown,
27261,2/26/1970,Israel,Hertaburgh,
18649,3/27/2010,Benin,Lincolnfurt,1
21714,1/18/2023,Mali,North Ariellefurt,
23217,8/8/2011,Svalbard & Jan Mayen Islands,Alizaberg,
23797,10/6/2020,Guernsey,New Matildafort,
13216,2/8/2007,Saint Kitts and Nevis,Lake Warrenhaven,
20657,10/23/2007,Guinea-Bissau,Ricefort,
12882,8/12/2015,El Salvador,Larkinfort,
25908,3/29/2003,Morocco,Emmetview,
16753,3/16/2008,Lao People's Democratic Republic,Vickiebury,
14608,11/30/2016,United States Minor Outlying Islands,North Nicholausshire,
24979,9/11/1995,China,Lake Carlie,1
13313,6/21/2005,Bolivia,Philipbury,1
18952,7/14/2018,Bermuda,North Rickfurt,
17699,1/3/2017,Senegal,Port Cedricktown,1
14657,6/4/1986,Zambia,East Tatechester,
11540,5/1/1976,Senegal,New Cornell,
11783,4/28/2003,Cocos (Keeling) Islands,Port Arch,
14602,12/21/2020,Suriname,Kleinbury,1
29030,1/5/1998,South Africa,South Haylie,1
26490,8/6/2002,Solomon Islands,Gayleberg,1
13151,6/30/2019,France,Paulafort,
17260,5/19/2010,Russian Federation,Boehmstad,
15372,11/26/2018,Pakistan,North Christland,
18105,4/1/1974,Mexico,New Elwinburgh,1
19660,9/8/2005,New Caledonia,Lake Katelin,1
16112,4/30/2018,Yemen,West Audrey,1
20698,7/15/1984,Israel,Littleshire,1
20076,8/8/1973,Taiwan,South Osborneborough,
24496,11/4/1974,Mexico,Greenchester,
15468,1/4/1996,Macedonia,Lake Nellie,1
28031,7/4/2020,Dominican Republic,West Franzshire,
26270,7/1/1983,Western Sahara,Daughertymouth,1
22221,8/7/1975,Singapore,Port Queenie,
28228,12/8/2016,Eritrea,South Violet,1
18363,10/30/1981,Sierra Leone,Vilmaberg,1
23256,10/2/2013,Belarus,Abagailside,1
12768,7/29/1981,Saint Barthelemy,West Lila,1
20361,5/27/1970,Tunisia,North Dell,
21306,6/18/2010,Canada,East Eltatown,
13382,11/8/1998,Germany,New Izabellaport,
20310,4/8/2012,Micronesia,Cleoraside,
22971,1/7/1972,San Marino,Duanestad,
15287,6/28/2009,Estonia,Casandrachester,1
15532,3/24/1995,Lebanon,Ardellaborough,
11255,7/15/1970,Algeria,South Dominic,
28090,6/8/1995,Guernsey,Port Lindashire,
15255,4/3/2015,Saint Lucia,Piperland,
13154,2/28/1978,Canada,West Glennie,1
26778,10/3/2003,Tokelau,Ryanside,
23248,12/31/2006,Mongolia,Lefflerbury,
21417,8/14/1989,United Kingdom,West Marshallmouth,
17668,7/15/1996,Jamaica,Lake Garnettport,
27994,11/21/2013,Micronesia,South Alanis,1
20376,3/9/1980,Antarctica (the territory South of 60 deg S),Jaskolskihaven,
25954,12/28/1978,Netherlands,South Avery,
15749,12/8/2003,Azerbaijan,Lake Leonora,1
25899,9/12/2018,Saint Kitts and Nevis,Berylport,1
13351,5/24/2011,Honduras,Waelchiborough,1
23333,9/26/1975,Croatia,Zitashire,
21660,8/10/1983,Yemen,West Jessicaland,
17012,4/18/2004,Cayman Islands,Lake Skylar,1
24514,6/8/2004,China,Simonisland,1
27505,11/19/2007,Saint Barthelemy,New Dangeloberg,1
29243,8/30/1998,Algeria,North Daron,1
26582,11/13/1986,Croatia,West Modestabury,
14271,3/31/1981,United Kingdom,Lake Burleyside,1
23041,6/24/2023,Falkland Islands (Malvinas),Shanahanchester,1
29048,1/18/1998,Georgia,Ortizmouth,
24433,12/1/1995,Myanmar,New Zitaberg,
15501,3/5/1971,New Zealand,East Ernestinemouth,
13911,3/31/2004,South Georgia and the South Sandwich Islands,Cummeratachester,1
20421,5/23/1996,Niger,Elainafurt,
16009,6/7/2006,Saint Helena,Hayleyton,1
18411,8/18/1994,Djibouti,North Ambrose,
19163,10/14/1990,Guinea,South Fabiola,
18572,10/3/1980,Dominica,East Arlo,1
27540,8/4/1987,Falkland Islands (Malvinas),West Coltton,
19889,1/5/1999,Russian Federation,Farrellberg,
12922,1/11/1994,Antarctica (the territory South of 60 deg S),West Anjaliville,
18891,2/17/1997,Cape Verde,Yostborough,1
16773,3/2/2019,British Indian Ocean Territory (Chagos Archipelago),Kadeberg,
19143,12/1/2018,Bulgaria,Rosenbaummouth,1
23882,4/7/1984,Costa Rica,Sadieport,
11233,7/31/1996,Saint Barthelemy,South Chayamouth,
12056,1/9/2022,Kenya,North Dayana,
15555,2/26/1979,Papua New Guinea,New Kimberlybury,
18423,6/28/2007,Turks and Caicos Islands,Port Garret,1
22743,12/23/1978,Saint Lucia,Port Lennieberg,1
25343,6/30/1989,United States of America,Bednarton,
13390,8/7/1971,Afghanistan,Marcelstad,
17482,11/30/2020,Belize,Taureanbury,
13176,5/12/1984,Indonesia,West Paigemouth,
20504,10/20/1981,France,North Vivianneborough,1
12205,5/5/1987,Bolivia,East Javierville,1
16751,7/2/1991,Uzbekistan,Lake Ryanntown,1
21613,3/10/1984,Uganda,Lubowitzburgh,1
24801,4/26/2006,Serbia,North Lorenzoland,
17519,1/7/1991,Anguilla,Kristinashire,
18347,10/16/2012,Netherlands,North Stewart,1
29052,1/31/2004,Gabon,Lake Mylestown,
11745,5/10/2016,Isle of Man,Pagacburgh,
19147,5/25/1992,Hungary,North Tyra,
19217,11/23/1998,Micronesia,New Dougberg,1
15839,9/13/1984,Luxembourg,South Serenity,1
13714,9/6/2005,United States Virgin Islands,Waelchiland,
22330,11/21/1972,Malta,West Mercedesfurt,
18783,5/7/1975,Ethiopia,Veronicaport,1
25041,3/9/1989,Saudi Arabia,Connellystad,
22046,6/27/2010,Saint Barthelemy,Croninton,
28052,7/31/1989,Chile,Lake Antwanburgh,
26693,11/19/2017,French Guiana,Marianneland,1
24955,1/15/1970,Myanmar,Gorczanyville,
26065,1/15/2004,Tanzania,East Vivienland,
13942,9/2/1992,Somalia,Garrickbury,
11219,7/23/2010,Falkland Islands (Malvinas),Lake Jerrymouth,
22118,3/30/1977,Niger,Petraview,
23197,10/6/2014,Djibouti,Lake Dina,1
14883,6/14/1999,Portugal,Ortizmouth,1
27279,5/4/1993,United Arab Emirates,South Maverickside,
18322,12/23/2018,Puerto Rico,Kristoferhaven,1
15879,10/25/1976,Costa Rica,Peytonberg,
28278,11/27/2010,Estonia,Port Ali,
24416,10/14/1971,Timor-Leste,Keelingport,
28066,10/17/1998,Cuba,West Jacinthe,1
11275,1/5/2012,United States of America,Port Angelicastad,
14872,10/13/1994,Congo,Kuvalisborough,1
16151,10/9/1989,Barbados,Ricefort,
19731,9/29/2007,Bosnia and Herzegovina,Shieldsland,1
23801,1/25/1978,Italy,West Eugeniastad,
11807,7/3/2013,Sudan,Nikkichester,
11622,11/30/2010,Chile,Ahmadbury,
26597,11/22/1995,Ireland,Mitchelltown,1
27074,7/25/1996,French Southern Territories,Gusikowskichester,
19228,9/23/2006,Tunisia,Port Marlinburgh,
13415,5/29/2005,Qatar,North Colby,
17000,11/14/2003,Tonga,Schimmelberg,1
14569,3/31/1971,Kyrgyz Republic,South Mason,
13873,2/17/1971,Azerbaijan,Dachtown,1
20401,11/13/1993,Cape Verde,Harveyside,1
21583,4/15/1994,Montenegro,West Fernchester,
12029,12/20/2001,Madagascar,Binsport,1
18066,3/24/2017,Gibraltar,Mackchester,1
28192,9/17/1981,Ukraine,North Giuseppeton,
16122,8/15/1995,Poland,Tressiestad,1
18607,6/15/1984,Marshall Islands,Raumouth,
28858,3/26/1996,San Marino,Larkinton,
14432,3/4/2007,Saint Martin,Burleymouth,1
26305,2/11/2012,Australia,West Einar,
22050,6/12/2010,Cameroon,Cyrusshire,
25394,12/30/1993,United States of America,New Bettyeburgh,
19747,6/8/1998,Chad,Jerdeland,1
23195,9/10/1975,South Georgia and the South Sandwich Islands,Davefurt,
21695,10/18/1993,Myanmar,South Jazmyn,1
13934,12/20/1992,Switzerland,Lake Darrickshire,
13337,2/3/1980,New Zealand,Gleichnerbury,
27190,8/13/2014,Guernsey,Steuberville,
28657,1/18/1998,Korea,Port Joelle,1
21713,9/21/1983,Cayman Islands,East Teresa,
21752,5/15/1976,Christmas Island,Port Justinafort,
27273,2/2/1976,Samoa,Bauchchester,
22719,3/8/1997,Italy,Eleonoreborough,1
22042,1/1/2015,India,Fisherchester,
21451,11/24/2001,Mozambique,New Arthur,1
20754,1/5/2003,Congo,Wizachester,1
12153,1/13/2008,Panama,Lakinberg,
16895,10/17/2017,Bolivia,South Stella,
26728,9/3/2014,Guinea,Powlowskistad,1
11090,7/17/2007,Cuba,Littelton,
15862,12/27/1999,Saint Barthelemy,Lake Makennaburgh,1
26495,10/15/2011,Angola,Marioberg,1
11823,5/15/1973,Saint Barthelemy,Lilyanland,
23449,9/23/1988,Colombia,Brandttown,1
23459,1/6/2017,Honduras,Lake Troy,
19543,2/21/1987,Uruguay,South Nolabury,1
14914,11/17/1991,Namibia,Maryseburgh,
12033,6/3/2010,Angola,West Hadley,1
11941,6/16/1977,Wallis and Futuna,Bodefurt,
14389,6/28/2005,Papua New Guinea,Stromantown,
18050,9/15/2001,Macedonia,Schmittborough,
19856,4/28/2023,Aruba,New Gus,1
11663,8/10/2008,Dominican Republic,West Mekhi,1
27740,8/27/2001,Algeria,North Colinburgh,
23455,10/16/1998,Armenia,Port Estebanmouth,1
15292,6/25/1971,Heard Island and McDonald Islands,West Malloryfort,
21587,6/17/2005,Cyprus,Port London,1
23513,5/11/1972,Trinidad and Tobago,Keithstad,
24322,9/5/2003,Egypt,New Odiechester,
26298,9/28/2015,Costa Rica,Halliefort,1
25419,3/23/1991,Algeria,South Antoneland,1
13343,9/18/1972,Fiji,Nicolaschester,
11303,2/6/2002,Svalbard & Jan Mayen Islands,Port Einarview,
21693,12/1/2022,Egypt,Lake Rubieburgh,
28056,3/26/1992,Falkland Islands (Malvinas),Parkerbury,
11788,1/29/2005,Saint Pierre and Miquelon,Gottliebburgh,
22296,1/11/1997,Iran,Doloresside,1
15319,10/21/1999,South Africa,Krystalview,
17654,5/30/1986,Madagascar,Schowalterport,1
14662,6/12/1982,Mayotte,Earnestshire,
17541,8/24/1998,Faroe Islands,Funkborough,
13886,7/15/1975,Greenland,West Mohammedborough,1
13073,10/4/2000,Swaziland,Erdmanborough,1
21940,8/29/2014,British Indian Ocean Territory (Chagos Archipelago),North Tabitha,
20196,1/29/1990,Indonesia,Adamsberg,
23491,1/19/2012,Turkey,Ryanchester,1
16651,10/4/1976,Lithuania,East Rudolph,
16813,5/2/1997,Ireland,Dedricstad,1
16007,3/27/2002,Greece,North Corinefurt,1
27434,1/3/2002,Uzbekistan,Lake Carleestad,
27756,11/16/2017,British Indian Ocean Territory (Chagos Archipelago),Port Clementina,
23818,11/20/2015,Tajikistan,West Jadonport,1
19012,12/6/1978,French Guiana,Lake Velva,1
18329,4/18/1991,Reunion,Thielside,
29037,8/1/2001,Saint Pierre and Miquelon,Opalborough,1
26576,10/16/2013,Tuvalu,Lake Collinville,1
12192,12/6/2001,Brazil,Port Bradley,1
14887,3/23/1991,Lebanon,North Joe,
11734,8/5/1985,Chad,Fayfurt,1
17462,6/1/1986,Dominica,Littelmouth,
20659,1/17/1997,Portugal,Schulistfort,
28004,3/18/1998,Timor-Leste,Lake Destineyport,1
19741,10/13/1988,Greece,New Maegan,1
17450,9/29/2022,Turks and Caicos Islands,South Fernandoburgh,1
17337,10/10/1973,Philippines,Halvorsonmouth,1
18594,5/26/2016,Russian Federation,Port Daphne,
15982,11/2/2019,Iraq,Lerahaven,
28625,3/7/2014,Chile,North Giovannyburgh,
11269,1/14/2002,Sudan,Lake Brandynburgh,
25148,1/14/1987,Uganda,South Jan,
13920,3/14/1988,Somalia,South Cortez,
23704,2/20/1977,Iran,North Anahiport,
28972,11/10/1972,Malaysia,Lake Romaine,1
22730,11/6/1993,Senegal,Branthaven,1
29134,1/1/2021,Tokelau,Joborough,
14332,4/22/2019,Zambia,South Kiley,
19117,1/26/1991,France,Heathcoteberg,1
22864,1/12/1978,New Caledonia,Adamsmouth,
11292,11/12/1983,Nigeria,Lake Daija,
13466,10/20/2014,Holy See (Vatican City State),Donatochester,1
23731,4/15/1995,Uruguay,East Cleta,
28672,12/10/1989,Reunion,New Danika,
11809,5/20/2003,Bosnia and Herzegovina,Port Modesta,
19664,3/28/2021,French Guiana,Fritzland,
12121,11/23/1979,Northern Mariana Islands,Savannaport,1
